gstr2b_id,vendor_gstin,invoice_number,invoice_date,taxable_value,cgst,sgst,igst,itc_available,filing_period
5270c1cb-2043-4ffd-ad82-6df3b80f0c2c,29MBTFR6385C7Z0,TX-78175,2026-02-05,18239.75,0.0,0.0,2188.77,2188.77,2026-02
1fb382f5-8754-43fe-91e2-ca299de7f1b1,24MLHTC4264V5Z2,TX-53627,2026-05-06,97586.64,0.0,0.0,4879.33,4879.33,2026-05
eb5fed66-c8f9-4125-b7c2-2ee44f78ff96,07IAKFV1961W5ZW,INV-36026,2026-02-27,7054.08,0.0,0.0,1975.14,1975.14,2026-02
f1e15665-5c49-4dc2-8f87-c52521d8f291,32XEPQM0336F6ZQ,RE-48086,2026-05-19,51884.31,0.0,0.0,2594.22,2594.22,2026-05
43fd7a74-540a-4ff9-849e-735fd4936e41,19NCNYB7854A1ZU,INV-31057,2026-02-23,32818.14,0.0,0.0,9189.08,9189.08,2026-02
4bfbe91c-79ed-4d22-882f-568e0f127f6f,19SHGDF1571G8ZH,INV-74721,2026-03-31,31563.78,0.0,0.0,5681.48,5681.48,2026-03
a58ab65a-291a-4adb-b66f-85c1eb6bb3b1,07AGMWB4616P7ZF,INV/26-27/98317,2026-04-16,4164.85,0.0,0.0,499.78,499.78,2026-03
b9549ad5-157b-4e7a-9497-d47322be1cd8,29QDMBJ2373Y7ZG,RE-82891,2026-03-10,18807.95,0.0,0.0,940.4,940.4,2026-03
1e898915-4a5e-4620-b0c6-174f9cc8c012,24CSWQT7242K8ZP,TX-42899,2026-05-29,205143.64,0.0,0.0,57440.22,57440.22,2026-06
5d6b8565-2745-4c98-a995-b2f709a251a3,07BQNFU3961D3ZG,TX-28552,2026-04-20,24438.92,2199.5,2199.5,0.0,4399.0,2026-04
695ff799-2cc4-4d7b-9a2d-314468e29df7,27ESIIA8541U1Z5,QT-89464,2026-01-13,121868.4,0.0,0.0,6093.42,6093.42,2026-02
687d652a-65e2-4cab-9bf4-77d9bc54c360,24CSWQT7242K8ZP,INV-56073,2026-02-21,1000.0,0.0,0.0,180.0,180.0,2026-02
9855db51-a2dd-4aa8-8b98-da8dd9def853,19FEGTT6106B5ZS,INV/26-27/6788,2026-04-12,166156.85,0.0,0.0,46523.92,46523.92,2026-03
bf4925a4-20be-4b95-a64f-4f09f6f2ce9f,29VHJHS1002E8Z6,TX-10216,2026-02-03,26692.35,667.31,667.31,0.0,1334.62,2026-01
eb6e1e82-d7c4-40a3-9460-3bbe41f26199,32KFKXP6873A6ZJ,TX-09284,2026-02-28,42161.75,0.0,0.0,7589.11,7589.11,2026-02
bfdbd58f-da4a-43fe-9e35-0924df2a6141,33MHMKR7789T9Z1,INV/26-27/8967,2026-05-16,32587.92,0.0,0.0,5865.83,5865.83,2026-04
7c969476-f75e-499a-b498-fca1ebaab599,07XRVQY2624H6Z6,RE-89990,2026-04-24,88100.02,0.0,0.0,24668.01,24668.01,2026-04
d05c3902-fff0-4338-a23c-0e7fb0f4bab7,09SSLRY7669N2ZY,QT-84492,2026-01-22,52350.32,4711.53,4711.53,0.0,9423.06,2026-01
ca440c6a-c64d-41ee-be68-c4c038b2db7f,19SHGDF1571G8ZH,RE-79552,2026-05-11,13229.34,0.0,0.0,1587.52,1587.52,2026-06
18829618-d783-4c29-be3e-ce7d072169c1,07PEESQ9703X4ZS,INV-69244,2026-01-04,138818.43,0.0,0.0,24987.32,24987.32,2026-01
a505d5f7-3eb9-4d55-bad8-f29e57b04461,19LYXQR1956K7ZI,INV-76987,2026-01-18,115181.9,10366.37,10366.37,0.0,20732.74,2026-02
6cc5de01-7d34-4c0e-9e91-372d4ede968d,29VOPVG7752E3ZY,TX-10804,2026-05-18,10483.92,0.0,0.0,524.2,524.2,2026-05
59b440b6-8a1e-4aec-bff9-c4ecf0508d8b,27RKHBU3568K1Z7,INV/26-27/11301,2026-04-22,31718.02,0.0,0.0,3806.16,3806.16,2026-05
38d68418-163d-4134-ad2e-f5113d338145,29OFSTE6718J2Z1,TX-45444,2026-05-14,60856.97,5477.13,5477.13,0.0,10954.26,2026-05
dcae422f-931d-406d-b924-a7dafb0c1c1d,09LSGIX0131G2ZQ,INV-43911,2026-04-20,29465.48,0.0,0.0,8250.33,8250.33,2026-05
261311f6-a6d6-4ccd-bcb5-73e7fc912194,24YFPVG6368Z1ZM,QT-20619,2026-03-07,299735.78,0.0,0.0,14986.79,14986.79,2026-03
47138c25-191b-4e30-bfa5-d248af476759,29NNDJB2245J9Z0,INV/26-27/6027,2026-05-01,71229.02,0.0,0.0,3561.45,3561.45,2026-05
2b4e13b6-3ccf-4b8e-a3ca-02bb676fc54f,32MIZGW1045V1Z9,QT-32541,2026-04-17,2950.26,0.0,0.0,531.05,531.05,2026-04
4cf22328-2b12-48fe-9ec6-06eab85b08fe,19BQAKM4384E7ZB,INV/26-27/67604,2026-01-12,4726.66,0.0,0.0,850.8,850.8,2026-02
32c048ec-a2f5-456b-a798-e9c1ee8a8e60,29MQUPJ0403J2Z5,TX-01045,2026-04-05,29992.52,0.0,0.0,3599.1,3599.1,2026-05
a7577dca-3968-48b0-a57e-27ee4ed7eba4,32QMUCF6354Q6ZR,RE-99678,2026-03-04,31411.36,0.0,0.0,1570.57,1570.57,2026-04
4cb6fd7f-8f95-4aa8-82da-346070d05673,07CHTED5959F5ZU,QT-13625,2026-02-22,8594.54,0.0,0.0,429.73,429.73,2026-02
6f212fae-f837-4d79-8ffe-3a45c37993ed,09RKTAC2178A9ZT,INV-05755,2026-03-01,28452.0,2560.68,2560.68,0.0,5121.36,2026-03
4c81499d-fa5d-409e-8183-539461843eef,07AGMWB4616P7ZF,RE-17500,2026-04-11,31796.26,0.0,0.0,3815.55,3815.55,2026-05
ca19726e-8031-4ae9-a7a8-1b21e7604c24,32JTGJQ3646R6ZE,QT-41689,2026-04-26,8281.86,0.0,0.0,414.09,414.09,2026-05
05cdd142-59ee-4002-9397-9444eae0a691,33OGUBT7836U3ZV,TX-15826,2026-05-18,68555.68,9597.8,9597.8,0.0,19195.6,2026-05
b284c30c-f670-46bc-bb38-63c96f6e5a58,24VZGOJ9588I7ZL,RE-05287,2026-02-25,16813.02,0.0,0.0,2017.56,2017.56,2026-02
722566ac-b0e0-4e6a-a85f-e248fb401885,27AHFDG3071M9ZE,INV-88760,2026-03-18,17338.85,0.0,0.0,2080.66,2080.66,2026-04
5669a54a-9d30-457b-9705-ee7c6a762865,09LSGIX0131G2ZQ,INV-08084,2026-02-26,71785.09,1794.63,1794.63,0.0,3589.26,2026-03
6849372d-2c5f-41be-8ab5-9fc2be25d873,29YDDCO2672U5ZW,INV-25920,2026-04-24,51260.65,0.0,0.0,14352.98,14352.98,2026-04
6d71ab5e-926e-4ea5-9294-7a523eea657c,32JTGJQ3646R6ZE,TX-03865,2026-04-08,10532.9,0.0,0.0,1263.95,1263.95,2026-04
6f9e3fcc-a9e5-4922-a421-244c68c0a05b,07OVPDD3878L4ZF,RE-81157,2026-03-04,24356.03,0.0,0.0,6819.69,6819.69,2026-03
b7d1766f-4729-490c-9630-c26876039890,19BHZYV0269B6ZF,INV/26-27/84234,2026-05-15,5005.06,0.0,0.0,900.91,900.91,2026-06
06987120-2c56-49c6-b29b-0f062a17ceb8,07BSZNP3937V1ZL,RE-42154,2026-04-10,2352.24,0.0,0.0,658.63,658.63,2026-05
6eb562e5-2b65-4fe7-a70c-a209069b0000,29OFSTE6718J2Z1,INV-32488,2026-03-03,64144.16,0.0,0.0,7697.3,7697.3,2026-04
020a38e8-80a7-4a2d-ac9a-34e52691d87f,07TREUM7749S6ZK,QT-23011,2026-05-06,2588.25,0.0,0.0,129.41,129.41,2026-06
992ddca5-8c06-4954-a8d7-2ca12f31d220,32KFKXP6873A6ZJ,QT-93971,2026-02-15,70814.31,0.0,0.0,3540.72,3540.72,2026-02
0ca0d30a-641c-460f-b941-0f02f41754bf,32PSNVO8742H5ZX,RE-47827,2026-01-19,111883.53,0.0,0.0,5594.18,5594.18,2026-01
2da220cb-5133-4b23-a9b8-f2ad091fe531,29RAAUG3107Q2Z4,TX-85090,2026-03-23,6209.95,0.0,0.0,745.19,745.19,2026-04
5b757174-4c03-41e6-9c9d-a75ae93720db,32KFKXP6873A6ZJ,INV/26-27/95530,2026-01-01,113352.34,0.0,0.0,5667.62,5667.62,2026-01
36731231-44de-4a0e-b7e2-e0a93b9784a9,32MIZGW1045V1Z9,RE-13646,2026-05-08,48185.84,0.0,0.0,8673.45,8673.45,2026-06
352d8c65-2aa9-4568-b8fe-1f44e2d810b2,29WWWJI7780C4ZI,TX-01494,2026-03-09,45810.41,0.0,0.0,2290.52,2290.52,2026-05
6bdbc772-e081-4839-98f4-b8674dc2cf09,19BHZYV0269B6ZF,INV/26-27/54267,2026-05-07,15210.03,0.0,0.0,4258.81,4258.81,2026-04
3972d601-815d-4742-a91f-4e35fa05ee09,29OFSTE6718J2Z1,TX-09662,2026-01-09,9541.32,0.0,0.0,477.07,477.07,2026-02
8ef053a0-d7bb-415a-b50f-5afa85126396,27CLHAU6275N9Z0,TX-85674,2026-02-12,21523.01,0.0,0.0,3874.14,3874.14,2026-02
db84cf1e-59bc-4160-9943-588890235467,07TREUM7749S6ZK,QT-86586,2026-03-14,6309.26,0.0,0.0,1766.59,1766.59,2026-04
2506e5e6-371f-46aa-b041-49013d0149ba,33NUYTR2660Y4ZJ,QT-86773,2026-05-03,15571.0,389.28,389.28,0.0,778.56,2026-06
89186cce-9aaf-4045-a4d3-1b766d3bc2f1,32CBLIG0985A5Z2,INV-84131,2026-05-20,16167.19,0.0,0.0,1940.06,1940.06,2026-05
bd5c78ef-121a-456a-becf-95df20ef364d,32CBLIG0985A5Z2,INV/26-27/35201,2026-05-25,118365.8,0.0,0.0,5918.29,5918.29,2026-05
0b5550a1-accf-41aa-8123-36633acc928f,19IYITE9127Q9ZX,INV/26-27/72562,2026-01-16,76686.28,0.0,0.0,21472.16,21472.16,2026-01
d2a97bdc-d537-4109-9650-2d3c915c38d7,33KYRXQ3502N6ZT,TX-93626,2026-01-09,67349.73,0.0,0.0,3367.49,3367.49,2026-01
38d8dd03-488a-4491-a082-38929d82f647,33OGUBT7836U3ZV,INV-11407,2026-04-10,48892.21,0.0,0.0,13689.82,13689.82,2026-04
2525b891-5f7d-417f-9850-68b4532b40dd,19BHZYV0269B6ZF,INV/26-27/19425,2026-05-26,183563.77,0.0,0.0,9178.19,9178.19,2026-04
8922e8d3-fc34-47a1-82f1-024888f93528,07XRVQY2624H6Z6,QT-50207,2026-05-05,23224.67,0.0,0.0,6502.91,6502.91,2026-05
79e730b9-1087-4e84-9f67-43d275fe8b46,07OVPDD3878L4ZF,TX-43450,2026-03-02,23161.56,0.0,0.0,4169.08,4169.08,2026-04
ffa63682-82b3-499f-aae6-ce2065f42cbe,27HHPZM1535R7ZT,QT-64438,2026-01-26,11152.28,0.0,0.0,3122.64,3122.64,2026-02
592e68f4-eb98-4f60-ac32-398dbbd0c4e4,29OFSTE6718J2Z1,INV-40780,2026-05-10,83610.48,0.0,0.0,4180.52,4180.52,2026-05
8cd16a2d-3a67-463d-8cd2-05165c371d20,32JTGJQ3646R6ZE,INV-89283,2026-01-08,23821.04,3334.95,3334.95,0.0,6669.9,2026-02
1b952ae3-2330-44f0-8226-fd3cef8c0ed7,19SHGDF1571G8ZH,QT-85405,2026-04-15,50676.44,0.0,0.0,6081.17,6081.17,2026-04
ab64ce04-7695-479f-afbd-e7a03fc237f6,09VBEHT5216W7ZH,INV/26-27/61172,2026-03-19,75167.38,0.0,0.0,3758.37,3758.37,2026-03
3c15a255-cc8c-4ded-9c49-3ea1d1f1221c,32PYTBX5165B8Z6,RE-79830,2026-03-14,67996.25,0.0,0.0,12239.32,12239.32,2026-04
3414f48a-0eb4-41b5-aeab-e9892461e67e,27RKHBU3568K1Z7,RE-52966,2026-03-23,93147.87,0.0,0.0,16766.62,16766.62,2026-03
bcda28eb-2046-4081-b961-27ed0857ed2f,07OVPDD3878L4ZF,RE-92809,2026-05-27,11459.93,0.0,0.0,3208.78,3208.78,2026-05
b54db20d-c182-4a5b-b18f-39bcc301ecff,32MVPIG9247S7ZL,QT-12794,2026-05-01,6371.68,0.0,0.0,764.6,764.6,2026-06
93993aad-4321-4d42-beaf-262bf6564082,32MIZGW1045V1Z9,QT-55113,2026-03-26,34492.86,0.0,0.0,1724.64,1724.64,2026-03
8a895907-225d-47ed-a47e-5db5afc7d7e7,09OQIDS9990V7ZW,RE-09335,2026-05-01,25019.65,0.0,0.0,7005.5,7005.5,2026-05
13644945-b6ce-41b2-8707-af23e1e81f7d,33MHMKR7789T9Z1,INV/26-27/44915,2026-04-15,16518.43,0.0,0.0,4625.16,4625.16,2026-04
a477e423-bae8-4c60-8234-b667c0558b36,29OKGWZ6106L5ZP,INV/26-27/64170,2026-01-23,19552.09,0.0,0.0,5474.59,5474.59,2026-02
2f682e49-b678-46b0-89cd-526d135f6a4d,19YFSGK6237C1ZT,INV-69964,2026-02-21,76687.29,0.0,0.0,3834.36,3834.36,2026-01
aaf1241a-0712-4cc6-9577-bd91a9c5ab3f,07IAKFV1961W5ZW,TX-95399,2026-05-14,1261.42,0.0,0.0,151.37,151.37,2026-05
