invoice_id,vendor_gstin,vendor_name,invoice_date,invoice_number,taxable_value,cgst,sgst,igst,total_itc_claimed,client_gstin
58af4d88-6cfc-4c31-8a0b-dcd3c3d448ef,32JTGJQ3646R6ZE,Alpha Industries,2026-04-16,TX-68904,17998.88,0.0,0.0,3239.8,3239.8,29HEASS9751U5ZW
fb0ad6f3-1f02-49b7-8097-177bdedf56ed,19IYITE9127Q9ZX,BlueStar Services,2026-04-21,INV/26-27/16913,26200.98,0.0,0.0,3144.12,3144.12,33EMFKB3927O5ZR
63b737a9-4951-4486-9fe3-2b332ae8896b,29KTLLC3446J2ZP,Apex Services,2026-03-06,QT-10337,90656.0,0.0,0.0,16318.08,16318.08,27GOCTV9516R3ZG
3cdd1716-0150-4d10-be21-4de74597a999,19IYITE9127Q9ZX,BlueStar Services,2026-02-13,RE-20211,78455.19,0.0,0.0,3922.76,3922.76,32JZQOR8720K7ZH
3a2724ea-7eb3-4cb4-8aa2-6f996e7a5249,33KYRXQ3502N6ZT,Pioneer Associates,2026-05-28,INV-84077,6176.91,0.0,0.0,308.85,308.85,29AHFTR8040G4ZW
61650de8-8ea3-4631-a6e8-89a1f91f3895,24VZGOJ9588I7ZL,Trident Solutions,2026-04-14,TX-32097,19514.89,0.0,0.0,2341.79,2341.79,29HEASS9751U5ZW
9285ec14-2489-497e-8408-7481bee7ea4f,24OUECW6291O5ZT,Sigma Pvt Ltd,2026-04-05,TX-17140,8525.48,0.0,0.0,426.27,426.27,33DTOUN0309Z5ZF
f73d3939-398f-41d7-bd2d-4e0dd2a79dac,24UWVGU1882O6ZJ,Delta Enterprises,2026-04-18,QT-50352,60776.52,0.0,0.0,10939.77,10939.77,09VQWPS0220H2ZO
ae897e17-205d-4ca0-ac8f-60d1579579ea,09OQIDS9990V7ZW,Summit Pvt Ltd,2026-01-13,QT-06378,89096.33,0.0,0.0,24946.97,24946.97,29FYWIR3942H9ZY
6930954c-57b8-494c-9673-146149f5879f,32CBLIG0985A5Z2,Quantum Associates,2026-04-04,QT-52856,3014.8,0.0,0.0,542.66,542.66,09LVEJR7606R4ZA
7d95945b-aa97-46eb-8558-9062c475ed16,29MXBCP0265K7ZX,Zenith Associates,2026-01-31,RE-36664,6603.55,0.0,0.0,1188.64,1188.64,32DEMWB8806R1Z5
fd4d59ad-9dc8-4000-82e4-6b0e5bee2b55,32QMUCF6354Q6ZR,Eclipse Services,2026-04-13,RE-66732,12924.51,0.0,0.0,3618.86,3618.86,09LVEJR7606R4ZA
2c176b0a-3827-42f6-8f86-412d195bd8ec,19WWLNL7461P5ZL,Nova Trading Co,2026-02-11,RE-41751,113974.22,0.0,0.0,20515.36,20515.36,09LVEJR7606R4ZA
ab424f2a-6f6b-42f0-a43d-de6e2c431909,07BSZNP3937V1ZL,Radiant Services,2026-01-05,QT-62246,57977.12,0.0,0.0,2898.86,2898.86,19LMSRZ0438H4ZC
230b603f-b3eb-4d58-9129-24e0278cb0fe,29OKGWZ6106L5ZP,Horizon Industries,2026-01-14,INV/26-27/94556,3990.16,0.0,0.0,1117.24,1117.24,32EHZPO7055Q3Z3
c7c7c7e4-4c2b-493e-954f-38e77a73dd69,29OKGWZ6106L5ZP,Horizon Industries,2026-01-05,INV-25007,18679.44,0.0,0.0,2241.53,2241.53,27OSSKL2871N6ZH
0ce561ad-b308-4c36-b2e7-4763a2ee33b4,27RKHBU3568K1Z7,Sigma Logistics,2026-02-23,INV/26-27/67985,20788.18,0.0,0.0,3741.87,3741.87,19LMSRZ0438H4ZC
3698892a-3530-4127-8210-161044b75873,07VUDGQ8518D5Z5,Quantum Solutions,2026-03-05,TX-25201,96930.58,0.0,0.0,27140.56,27140.56,29KPMGO9618Y5ZL
b0668a0b-710d-4643-8d94-19c88eadd8f7,33NQMLB2128P2Z1,Alpha Enterprises,2026-05-20,INV-75167,13554.07,0.0,0.0,677.7,677.7,29KPMGO9618Y5ZL
96df85df-da9d-429f-8e88-d54465209185,33WJOCH2457T9Z1,Nova Solutions,2026-05-18,INV/26-27/26486,29592.7,0.0,0.0,1479.64,1479.64,29KPMGO9618Y5ZL
763e8835-1bb1-44be-87f3-5359ea77fb81,24UWVGU1882O6ZJ,Delta Enterprises,2026-03-01,RE-29580,13207.33,0.0,0.0,660.37,660.37,09TLPJZ1478E3ZR
9737ba58-78c0-4018-973b-bae9a9f3d81b,29OFSTE6718J2Z1,Zenith Trading Co,2026-05-02,TX-85576,8780.84,0.0,0.0,439.04,439.04,33EMFKB3927O5ZR
d16067eb-fd60-4ef3-b04f-d9f05280f2c3,19BQAKM4384E7ZB,Eclipse Solutions,2026-01-10,TX-23041,16314.0,0.0,0.0,2936.52,2936.52,27OSSKL2871N6ZH
07d56c98-38da-49f0-b5ea-69b8c39d7213,24VZGOJ9588I7ZL,Trident Solutions,2026-01-28,RE-79008,13328.32,0.0,0.0,3731.93,3731.93,29AHFTR8040G4ZW
cd372cd2-0ca5-456e-8b3e-06566e3171e1,24MLHTC4264V5Z2,Delta Trading Co,2026-02-19,TX-35762,6793.12,0.0,0.0,1222.76,1222.76,09LVEJR7606R4ZA
91c3c54b-d3d5-4a79-85cd-793a532b5e6d,07IAKFV1961W5ZW,Ascent Solutions,2026-02-19,RE-88396,99582.95,0.0,0.0,4979.15,4979.15,33DTOUN0309Z5ZF
c099cf8c-9b7f-429e-b5b1-82611311a028,33WJOCH2457T9Z1,Nova Solutions,2026-01-02,QT-32513,2721.44,0.0,0.0,489.86,489.86,09LVEJR7606R4ZA
992bfae4-2be0-4dae-a26a-d1a9614c4951,32CBLIG0985A5Z2,Quantum Associates,2026-03-02,QT-90803,7992.12,0.0,0.0,2237.79,2237.79,29AHFTR8040G4ZW
435df876-43eb-4329-a7a3-43ddc4f6edfe,09LSGIX0131G2ZQ,Infinity Services,2026-02-26,QT-48175,10190.32,0.0,0.0,1834.26,1834.26,29HEASS9751U5ZW
ed63bcb9-f834-40a7-a62c-b7cf99db78bb,07BQNFU3961D3ZG,Omega Logistics,2026-03-05,INV/26-27/99859,62796.59,0.0,0.0,17583.05,17583.05,19LMSRZ0438H4ZC
7d7cfb57-aa68-4ccf-a176-dc14bb506027,32PSNVO8742H5ZX,Starlight Enterprises,2026-05-10,INV-71782,27182.62,3805.57,3805.57,0.0,7611.14,32EHZPO7055Q3Z3
0b93437b-fcbe-468b-9ae9-a8b0c36b55a5,27ESIIA8541U1Z5,Eclipse Enterprises,2026-04-25,INV-66896,20395.1,0.0,0.0,5710.63,5710.63,32EHZPO7055Q3Z3
0f0c9ab6-956d-4516-8b2e-c7b8b0d3832f,29YDDCO2672U5ZW,Starlight Solutions,2026-01-01,TX-33353,29403.29,2646.3,2646.3,0.0,5292.6,29HEASS9751U5ZW
e6001bb6-30a8-46ea-96d6-4fee98a145e7,09APIUL9181B7Z0,Trident Enterprises,2026-03-15,TX-04160,264226.38,0.0,0.0,73983.39,73983.39,27OSSKL2871N6ZH
31c73361-0683-4285-874f-265ca39a448b,07CHTED5959F5ZU,Zenith Services,2026-05-19,TX-10519,57614.61,0.0,0.0,16132.09,16132.09,33HMOSW5244D2ZR
df0f8a5c-62db-48fb-bc03-c684ae5814b0,19YFSGK6237C1ZT,Nova Industries,2026-04-29,INV-39108,30196.4,0.0,0.0,3623.57,3623.57,09TLPJZ1478E3ZR
23fdbb5a-cc21-4baa-b243-e681b4bd423a,19EFUIW7209C4ZQ,Starlight Enterprises,2026-04-18,INV-04223,14011.17,0.0,0.0,700.56,700.56,29KPMGO9618Y5ZL
659a6f68-e8e0-4401-a0ae-2cdbd9f47a9d,09SSLRY7669N2ZY,Delta Logistics,2026-04-23,INV-52726,3941.91,0.0,0.0,709.54,709.54,27OSSKL2871N6ZH
d1a5c0c8-2b56-4196-b804-b904a0a8124c,33OGUBT7836U3ZV,BlueStar Logistics,2026-03-24,RE-78371,26758.29,0.0,0.0,4816.49,4816.49,32EHZPO7055Q3Z3
9e3d6e45-0422-479e-9c9a-d1fe481306ee,29VOPVG7752E3ZY,Sigma Logistics,2026-01-13,RE-64963,58902.46,0.0,0.0,16492.69,16492.69,32JZQOR8720K7ZH
d79a77c5-42c4-4456-a9cb-7b7eb6693bf7,07BQNFU3961D3ZG,Omega Logistics,2026-02-27,TX-31585,224171.15,0.0,0.0,11208.56,11208.56,32JZQOR8720K7ZH
1c29cdda-7c30-4b32-93dc-b8e2439b4c3e,07UQVXC8255M5ZL,Delta Services,2026-03-04,INV/26-27/50911,16993.26,0.0,0.0,4758.11,4758.11,33EMFKB3927O5ZR
7befbcc1-4c4a-46e3-bcb1-20154fa63078,07BQNFU3961D3ZG,Omega Logistics,2026-03-10,INV/26-27/6756,31100.88,777.52,777.52,0.0,1555.04,07FTCJJ3204D7Z5
c20c05ad-ca89-4c18-854f-03d7ed06fe8b,33WJOCH2457T9Z1,Nova Solutions,2026-02-22,INV/26-27/91178,11259.54,0.0,0.0,2026.72,2026.72,09VQWPS0220H2ZO
b6abd025-03b6-4f8f-8b6a-ef50db5aeb04,27HHPZM1535R7ZT,Matrix Enterprises,2026-05-12,QT-47140,17414.8,2438.07,2438.07,0.0,4876.14,27GOCTV9516R3ZG
ca05941c-dfe1-42a8-9e02-380b434a35ff,19FEGTT6106B5ZS,BlueStar Services,2026-01-12,QT-54255,12684.94,0.0,0.0,2283.29,2283.29,29FYWIR3942H9ZY
894a23a9-b8e4-40a6-88ec-e85a661b6594,07IAKFV1961W5ZW,Ascent Solutions,2026-03-26,INV/26-27/25716,30045.76,0.0,0.0,5408.24,5408.24,33BAOPA7000K2ZW
90055379-7422-499d-80d2-323ce944ea03,24CSWQT7242K8ZP,Infinity Industries,2026-04-01,INV/26-27/96046,60257.19,0.0,0.0,3012.86,3012.86,19LMSRZ0438H4ZC
905b2f69-4105-47bc-941f-827f1e3ab830,24UWVGU1882O6ZJ,Delta Enterprises,2026-02-05,INV-54054,3759.14,0.0,0.0,187.96,187.96,07FTCJJ3204D7Z5
17952108-28b6-45a5-a86d-006f2a75dbf7,32XDLYF4300Q6ZF,Genesis Industries,2026-05-05,RE-63335,27796.12,0.0,0.0,1389.81,1389.81,27OSSKL2871N6ZH
9f1dfac7-c5a5-461d-b9bd-2079cd27fd53,29YDDCO2672U5ZW,Starlight Solutions,2026-04-21,RE-91470,6507.69,585.69,585.69,0.0,1171.38,29HEASS9751U5ZW
55a74f66-8a50-412d-97fd-335b5b3f2e7e,32XHKDY3408E7ZT,Summit Trading Co,2026-03-04,TX-74056,4162.28,0.0,0.0,208.11,208.11,27GOCTV9516R3ZG
3d419f8f-3494-4f70-935b-2f7f88fc4001,33NUYTR2660Y4ZJ,Delta Enterprises,2026-04-07,TX-49711,6421.34,0.0,0.0,1797.98,1797.98,27OSSKL2871N6ZH
f8a3bc8f-1690-41a1-b84b-718431c52bf0,07UQVXC8255M5ZL,Delta Services,2026-02-24,INV-30116,61929.22,0.0,0.0,11147.26,11147.26,09VQWPS0220H2ZO
2fe06af0-2be8-467a-981e-fb6266552c9f,07TREUM7749S6ZK,Horizon Associates,2026-01-09,RE-86260,12278.11,0.0,0.0,3437.87,3437.87,29KPMGO9618Y5ZL
13f639fb-051d-49fe-9309-ffd21f5c1f0b,29WWWJI7780C4ZI,Delta Industries,2026-02-05,TX-99040,37906.85,0.0,0.0,6823.23,6823.23,33EMFKB3927O5ZR
cb7535ce-258b-442f-959c-a0b8768b820c,24ZTSCE2030L6ZR,Horizon Enterprises,2026-04-12,RE-80461,9349.67,0.0,0.0,2617.91,2617.91,07FTCJJ3204D7Z5
e6343a52-c84e-41de-8278-b63128a9b685,29RAAUG3107Q2Z4,Starlight Associates,2026-05-30,INV/26-27/89089,2653.57,0.0,0.0,318.43,318.43,24ZYTRS3638O2ZF
cf782be5-0fe9-4d6f-a442-ef3bad407115,07CHTED5959F5ZU,Zenith Services,2026-04-10,INV/26-27/96949,13404.55,0.0,0.0,2412.82,2412.82,09LVEJR7606R4ZA
d19c6ee2-bfc4-492f-997d-146f1707bf8b,29MXBCP0265K7ZX,Zenith Associates,2026-05-12,RE-72711,5489.11,0.0,0.0,274.46,274.46,33BAOPA7000K2ZW
90c25123-890b-4e48-99d9-da120e580e12,29NNDJB2245J9Z0,Meridian Solutions,2026-04-10,QT-54239,71031.07,0.0,0.0,8523.73,8523.73,24ZYTRS3638O2ZF
a2119f0d-121a-4f50-a799-2d11084e2e3a,24YFPVG6368Z1ZM,Beacon Trading Co,2026-03-19,INV/26-27/35248,10350.23,931.52,931.52,0.0,1863.04,24ZYTRS3638O2ZF
52f6a598-3bac-4956-af47-8ebf40f19a52,33JJHSA8308Y1ZV,Zenith Enterprises,2026-05-07,QT-32322,12310.02,0.0,0.0,2215.8,2215.8,07FTCJJ3204D7Z5
8caa3876-1d82-4aaf-b396-aa16f94a70a0,07CHTED5959F5ZU,Zenith Services,2026-03-27,QT-57701,167481.28,0.0,0.0,20097.75,20097.75,29WBBWK9550C7ZX
e8c68cae-f076-4492-aa50-469d90eb0a22,19WWLNL7461P5ZL,Nova Trading Co,2026-04-11,TX-36740,75475.02,0.0,0.0,9057.0,9057.0,09TLPJZ1478E3ZR
38153b99-9ae4-47fa-bcaa-d9749bc00833,19SHGDF1571G8ZH,Eclipse Solutions,2026-01-18,TX-38186,69571.46,0.0,0.0,19480.01,19480.01,33HMOSW5244D2ZR
dd622b45-e86f-460d-86c7-61ba6c633e5e,27TBYFB9002A3ZF,Horizon Associates,2026-01-19,TX-49413,40239.41,0.0,0.0,11267.03,11267.03,29KPMGO9618Y5ZL
5e1d96c1-5063-41da-bd46-5e8d67da5556,07BQNFU3961D3ZG,Omega Logistics,2026-01-22,RE-83648,5293.57,0.0,0.0,635.23,635.23,27GOCTV9516R3ZG
aaca4fcc-a042-4537-8aa1-3cc95de40032,29WWWJI7780C4ZI,Delta Industries,2026-01-03,TX-13887,2589.62,0.0,0.0,310.75,310.75,24ZYTRS3638O2ZF
5775f44b-272e-4c56-92b8-88c49a156932,24MLHTC4264V5Z2,Delta Trading Co,2026-01-07,INV/26-27/45216,51382.22,0.0,0.0,9248.8,9248.8,32EHZPO7055Q3Z3
fc345c95-a143-4fac-a13b-226c4a1b641c,24OUECW6291O5ZT,Sigma Pvt Ltd,2026-04-23,TX-12796,22360.62,0.0,0.0,1118.03,1118.03,19LMSRZ0438H4ZC
b66efe4d-b749-41ea-8f8b-d74eae79662d,29YDDCO2672U5ZW,Starlight Solutions,2026-01-28,QT-84931,13113.61,0.0,0.0,1573.63,1573.63,09VQWPS0220H2ZO
8b413ded-1704-4368-b7e3-a7187b3ceb66,29ZDTPU2544S7ZJ,Vanguard Pvt Ltd,2026-02-17,TX-82544,42437.49,0.0,0.0,5092.5,5092.5,33HMOSW5244D2ZR
a13924e6-4599-4ebc-a10f-4601d27228bf,29VHJHS1002E8Z6,Apex Solutions,2026-01-17,INV/26-27/36484,94028.75,8462.59,8462.59,0.0,16925.18,29AHFTR8040G4ZW
eb4b521d-2c12-4255-b7d3-89ea2540a413,27ESIIA8541U1Z5,Eclipse Enterprises,2026-03-22,RE-83770,43253.46,0.0,0.0,7785.62,7785.62,29KPMGO9618Y5ZL
6d4ee214-aaa0-482d-ab8f-2ad7a08df33f,24VZGOJ9588I7ZL,Trident Solutions,2026-01-22,RE-77355,14986.72,0.0,0.0,749.34,749.34,32JZQOR8720K7ZH
9934cfcf-561c-4d81-aa7d-845911fa24ad,29MBTFR6385C7Z0,Sigma Industries,2026-02-05,TX-78175,18239.75,0.0,0.0,2188.77,2188.77,32DEMWB8806R1Z5
8dbee9de-09b5-4a98-8170-ed58020cf38e,32MVPIG9247S7ZL,Apex Associates,2026-01-14,QT-59114,150964.23,0.0,0.0,18115.71,18115.71,09LVEJR7606R4ZA
b4cb8f9d-7211-48a3-9244-fbe6d8ce2d64,24MLHTC4264V5Z2,Delta Trading Co,2026-05-06,TX-53627,97586.64,0.0,0.0,4879.33,4879.33,33EMFKB3927O5ZR
3cd46ead-47f4-4524-b76b-4ba53f664d57,07IAKFV1961W5ZW,Ascent Solutions,2026-02-27,INV-36026,7054.08,0.0,0.0,1975.14,1975.14,09TLPJZ1478E3ZR
726e11a9-221d-40e7-b3c6-b5ca3ac1a960,32XEPQM0336F6ZQ,Ascent Associates,2026-05-19,RE-48086,51884.31,0.0,0.0,2594.22,2594.22,09VQWPS0220H2ZO
3af0a913-69b9-40d2-a813-8dce21a19637,19NCNYB7854A1ZU,Genesis Trading Co,2026-02-23,INV-31057,32818.14,0.0,0.0,9189.08,9189.08,07FTCJJ3204D7Z5
357da7c3-c3ee-43ce-aa49-168fd2cb55ef,19SHGDF1571G8ZH,Eclipse Solutions,2026-03-31,INV-74721,31563.78,0.0,0.0,5681.48,5681.48,29FYWIR3942H9ZY
3b91eb34-e7f3-4c62-a5c0-a0c3f889fac6,07AGMWB4616P7ZF,Horizon Pvt Ltd,2026-04-16,INV/26-27/98317,4164.85,0.0,0.0,499.78,499.78,32DEMWB8806R1Z5
e2632b84-b94c-4201-bfa2-0fd83d6afca1,29QDMBJ2373Y7ZG,Radiant Associates,2026-03-10,RE-82891,18807.95,0.0,0.0,940.4,940.4,19LMSRZ0438H4ZC
26692158-454f-4b63-b740-cf526492ad71,24CSWQT7242K8ZP,Infinity Industries,2026-05-29,TX-42899,205143.64,0.0,0.0,57440.22,57440.22,27GOCTV9516R3ZG
6d5da111-75e5-4ff0-90f9-685a1508b2e6,07BQNFU3961D3ZG,Omega Logistics,2026-04-20,TX-28552,24438.92,2199.5,2199.5,0.0,4399.0,07FTCJJ3204D7Z5
208822fb-3a6d-47ca-8c55-396371acae26,27ESIIA8541U1Z5,Eclipse Enterprises,2026-01-13,QT-89464,121868.4,0.0,0.0,6093.42,6093.42,32EHZPO7055Q3Z3
5ecb90c9-ef28-4895-bf96-b29dcbd22f95,24CSWQT7242K8ZP,Infinity Industries,2026-02-21,INV-56073,1000.0,0.0,0.0,180.0,180.0,33HMOSW5244D2ZR
622abb06-0d50-4a42-9773-3b9d42b2cf4b,19FEGTT6106B5ZS,BlueStar Services,2026-04-12,INV/26-27/6788,166156.85,0.0,0.0,46523.92,46523.92,07FTCJJ3204D7Z5
c9196cb4-58d6-42df-b5b0-49ac74ce0021,29VHJHS1002E8Z6,Apex Solutions,2026-02-03,TX-10216,26692.35,667.31,667.31,0.0,1334.62,29AHFTR8040G4ZW
2e504359-25e3-46d8-b54a-5e09e83d6ecd,32KFKXP6873A6ZJ,Genesis Trading Co,2026-02-28,TX-09284,42161.75,0.0,0.0,7589.11,7589.11,33BAOPA7000K2ZW
a7a2dfbf-7f3e-43bb-b061-7ddf60ed93fb,33MHMKR7789T9Z1,Genesis Pvt Ltd,2026-05-16,INV/26-27/8967,32587.92,0.0,0.0,5865.83,5865.83,24ZYTRS3638O2ZF
c7f99318-2325-4733-9bfd-7cd0c07039e2,07XRVQY2624H6Z6,Meridian Services,2026-04-24,RE-89990,88100.02,0.0,0.0,24668.01,24668.01,09LVEJR7606R4ZA
34f2d556-04b9-4960-b1cf-a53238c0cd27,09SSLRY7669N2ZY,Delta Logistics,2026-01-22,QT-84492,52350.32,4711.53,4711.53,0.0,9423.06,09LVEJR7606R4ZA
ffadeff3-2fd0-4011-8d31-6bd2d450d553,19SHGDF1571G8ZH,Eclipse Solutions,2026-05-11,RE-79552,13229.34,0.0,0.0,1587.52,1587.52,29HEASS9751U5ZW
f4a9e499-34bb-4863-9cce-558d82699d22,07PEESQ9703X4ZS,Nova Solutions,2026-01-04,INV-69244,138818.43,0.0,0.0,24987.32,24987.32,19LMSRZ0438H4ZC
69eabfab-3b69-410b-8128-37f3906a9d54,19LYXQR1956K7ZI,Beacon Logistics,2026-01-18,INV-76987,115181.9,10366.37,10366.37,0.0,20732.74,19LMSRZ0438H4ZC
72a3cd04-bfe1-4451-83e7-dd139cc1ee94,29VOPVG7752E3ZY,Sigma Logistics,2026-05-18,TX-10804,10483.92,0.0,0.0,524.2,524.2,33BAOPA7000K2ZW
79712404-443b-4a87-9787-5045cb1543ad,27RKHBU3568K1Z7,Sigma Logistics,2026-04-22,INV/26-27/11301,31718.02,0.0,0.0,3806.16,3806.16,09TLPJZ1478E3ZR
bf338fc7-e328-4ffb-9042-67163c4e1aea,29OFSTE6718J2Z1,Zenith Trading Co,2026-05-14,TX-45444,60856.97,5477.13,5477.13,0.0,10954.26,29AHFTR8040G4ZW
2a5d973b-9915-4717-b3e1-f86e4c1cb821,09LSGIX0131G2ZQ,Infinity Services,2026-04-20,INV-43911,29465.48,0.0,0.0,8250.33,8250.33,29KPMGO9618Y5ZL
122936f2-d837-4ca3-b649-c8994d864cd1,24YFPVG6368Z1ZM,Beacon Trading Co,2026-03-07,QT-20619,299735.78,0.0,0.0,14986.79,14986.79,32EHZPO7055Q3Z3
5f2f1438-9347-4742-8177-e4d4e3ef4154,29NNDJB2245J9Z0,Meridian Solutions,2026-05-01,INV/26-27/6027,71229.02,0.0,0.0,3561.45,3561.45,27OSSKL2871N6ZH
73cb68f2-65a7-4311-9826-9c33b4a3fad7,32MIZGW1045V1Z9,Horizon Solutions,2026-04-17,QT-32541,2950.26,0.0,0.0,531.05,531.05,33BAOPA7000K2ZW
12837893-11b4-45b3-ab8d-327d1c36fb83,19BQAKM4384E7ZB,Eclipse Solutions,2026-01-12,INV/26-27/67604,4726.66,0.0,0.0,850.8,850.8,27OSSKL2871N6ZH
ef17c492-a21f-43e0-bcec-eff37802e4e6,29MQUPJ0403J2Z5,Nova Trading Co,2026-04-05,TX-01045,29992.52,0.0,0.0,3599.1,3599.1,07FTCJJ3204D7Z5
db65faac-0f5e-4d9e-a45d-4b8bc3fb5613,09RKTAC2178A9ZT,Infinity Pvt Ltd,2026-03-01,INV-05755,28452.0,2560.68,2560.68,0.0,5121.36,09LVEJR7606R4ZA
77f0c4b0-5c75-4f89-a82e-db329f383545,07AGMWB4616P7ZF,Horizon Pvt Ltd,2026-04-11,RE-17500,31796.26,0.0,0.0,3815.55,3815.55,32EHZPO7055Q3Z3
7ec87ddd-cca3-4f06-b98e-3b1c492e68a2,32JTGJQ3646R6ZE,Alpha Industries,2026-04-26,QT-41689,8281.86,0.0,0.0,414.09,414.09,33DTOUN0309Z5ZF
7f64021e-e5f5-4dab-8463-a0b8cbbb29e7,33OGUBT7836U3ZV,BlueStar Logistics,2026-05-18,TX-15826,68555.68,9597.8,9597.8,0.0,19195.6,33HMOSW5244D2ZR
e308c3dd-dc9d-4028-b2e2-6a8ede3ec326,27AHFDG3071M9ZE,Trident Services,2026-03-18,INV-88760,17338.85,0.0,0.0,2080.66,2080.66,24ZYTRS3638O2ZF
ee8a7c61-80f0-463a-9fc7-52e75baeccaa,09LSGIX0131G2ZQ,Infinity Services,2026-02-26,INV-08084,71785.09,1794.63,1794.63,0.0,3589.26,09LVEJR7606R4ZA
0172d613-3336-4a7d-966e-0460f006651d,29YDDCO2672U5ZW,Starlight Solutions,2026-04-24,INV-25920,51260.65,0.0,0.0,14352.98,14352.98,07FTCJJ3204D7Z5
6c5287d1-43d3-4229-9732-0efbb2e8019d,32JTGJQ3646R6ZE,Alpha Industries,2026-04-08,TX-03865,10532.9,0.0,0.0,1263.95,1263.95,33BAOPA7000K2ZW
26a3be54-43cf-4273-865d-641c68bba8bd,07OVPDD3878L4ZF,Meridian Industries,2026-03-04,RE-81157,24356.03,0.0,0.0,6819.69,6819.69,09LVEJR7606R4ZA
145b90b9-47a2-4c48-ac13-014f25e054e2,19BHZYV0269B6ZF,Horizon Enterprises,2026-05-15,INV/26-27/84234,5005.06,0.0,0.0,900.91,900.91,09LVEJR7606R4ZA
7cdd04a9-3cda-4b6c-812c-bc8c98c8ac9c,07BSZNP3937V1ZL,Radiant Services,2026-04-10,RE-42154,2352.24,0.0,0.0,658.63,658.63,27GOCTV9516R3ZG
cceb6555-7f9f-48ec-ba0d-8cdf44a5b594,29OFSTE6718J2Z1,Zenith Trading Co,2026-03-03,INV-32488,64144.16,0.0,0.0,7697.3,7697.3,09TLPJZ1478E3ZR
15bf0349-c5b1-46d8-b063-5e45c89eb116,19IYITE9127Q9ZX,BlueStar Services,2026-04-01,INV-92203,33513.85,0.0,0.0,4021.66,4021.66,27GOCTV9516R3ZG
